"id","category","question","answer1","answer2","response1","response2","responses","stat","source","url","created","updated"
"0m0ny5mdfi","recreational","Do you like to wrestle for fun?","Yes","No",0,0,0,"","","","2016-09-03T15:37:31.017Z","2016-09-03T15:38:51.255Z"
"0mblqgr1nk","financial","Do you think men care about how much money women make?","Yes","No",0,0,0,"","","","2016-09-03T15:37:18.477Z","2016-09-03T15:38:51.628Z"
"0trfagvoc4","socialandpolitical","Do you think the electoral collegel is a mess?","Yes","No",0,0,0,"","","","2016-09-03T15:37:37.053Z","2016-09-03T15:38:52.000Z"
"0yoiquvvo2","environmental","Do you think coal power accounts for more than one third of the electricity produced in the U.S.?","Yes","No",0,0,0,"The United States produces half of its electricity from coal.","Morris, Neil. 2010. Fossil Fuels.","http://facts.randomhistory.com/energy-facts.html","2016-09-03T15:37:06.904Z","2016-09-03T15:38:52.344Z"
"14d139sp2h","environmental","Do you think most Americans make a conscious effort to recycle used plastic water bottles?","Yes","No",0,0,0,"Americans buy over 29 billion bottles of water every year. Only 13% of those bottles are recycled.","National Geographic","http://facts.randomhistory.com/pollution-facts.html","2016-09-03T15:37:05.518Z","2016-09-03T15:38:52.669Z"
"15ihguj5n9","ethical","Would you say you lie at least once on a daily basis?","Yes","No",0,0,0,"According to the Statistic Brain Research Institute, 12% of adults admit to telling lies ""sometimes"" or ""often.""","Statistic Brain Research Institute","http://www.statisticbrain.com/lying-statistics/","2016-09-03T15:37:10.863Z","2016-09-03T15:38:53.010Z"
"195ooit1n1","socialandpolitical","Do you think Bernie Sanders should have been the Democratic nominee over Hillary Clinton?","Yes","No",0,0,0,"","","","2016-09-03T15:37:37.184Z","2016-09-03T15:38:53.365Z"
"1baouka6o1","financial","Do you think the national average credit score is good?","Yes","No",0,0,0,"A good credit score is above 700. The national average credit score is 692.","Economy Watch","http://www.economywatch.com/personal-finance/a-dozen-shocking-personal-finance-statistics.23-04.html","2016-09-03T15:37:17.014Z","2016-09-03T15:38:53.679Z"
"1e5rg4axd9","financial","Do you think American men make more money than European men?","Yes","No",0,0,0,"","","","2016-09-03T15:37:19.274Z","2016-09-03T15:38:53.969Z"
"1iks6e07rt","financial","Do you have a long-term plan for savings and investments?","Yes","No",0,0,0,"According to Healthways.com, only 30% of Americans have a long-term plan for savings and investments.","Healthways.com","","2016-09-03T15:37:15.534Z","2016-09-03T15:38:54.259Z"
"1k1p8owofh","ethical","Do you only date men that are shorter than you?","Yes","No",0,0,0,"","","","2016-09-03T15:37:15.157Z","2016-09-03T15:38:54.520Z"
"1nfshk23ex","recreational","Do you rely on a substance to help you cope with life?","Yes","No",0,0,0,"","","","2016-09-03T15:37:30.314Z","2016-09-03T15:38:54.748Z"
"1nseutnvra","financial","Do you believe the cost of going to college is worth it?","Yes","No",0,0,0,"Americans with four-year college degrees made 98% more an hour on average in 2013 than people without a degree, up from 89% five years earlier, 85% a decade earlier and 64% in the early 1980s.","New York Times","","2016-09-03T15:37:15.854Z","2016-09-03T15:38:54.980Z"
"1oq4jbnpqu","financial","Do you think having a car payment of more than $400 per month is normal?","Yes","No",0,0,0,"The average car payment is now over $480.","Frugal Rules","http://www.frugalrules.com/scary-money-statistics-change/","2016-09-03T15:37:16.754Z","2016-09-03T15:38:55.210Z"
"1sqitqax9h","environmental","Do you think we are too dependent on fossil fuels?","Yes","No",0,0,0,"Three quarters of the worldäó»s energy is generated by burning fossil fuels.","Sherwin, Elton B. 2010. Addiction to Energy: A Venture Capitalistäó»s Perspective on How to Save Our Economy and Our Climate.","http://facts.randomhistory.com/energy-facts.html","2016-09-03T15:37:06.718Z","2016-09-03T15:38:55.500Z"
"1uit4qdp1p","financial","Do you think being a parent makes someone a better entrepreneur?","Yes","No",0,0,0,"According to a report titled äóěThe Anatomy of an Entrepreneuräóť by the Kauffman Foundation for Entrepreneurship,  59.7 percent of respondents indicated they had at least one child when they launched their first business, and 43.5 percent had two or more children.","OnStartups.com","http://onstartups.com/tabid/3339/bid/10561/12-Facts-About-Entrepreneurs-That-Will-Likely-Surprise-You.aspx","2016-09-03T15:37:17.828Z","2016-09-03T15:38:55.710Z"
"22790k2x8p","financial","Do you think women care about how much money men make?","Yes","No",0,0,0,"","","","2016-09-03T15:37:18.433Z","2016-09-03T15:38:55.925Z"
"26kr1ax96o","healthandsafety","Do you think men or women are more likely to go to the dentist annually?","Men","Women",0,0,0,"According to a 2013 Gallup-Health ways Well-Being Index survey, 67.2% of women report visiting the dentist at least annually, while 62% of men report the same.","","","2016-09-03T15:37:22.720Z","2016-09-03T15:38:56.163Z"
"26ksbgmk0i","ethical","Do you think there is a generational divide between Americans who consider themselves Christians?","Yes","No",0,0,0,"In Pew Research surveys conducted this year, fully 85% of Americans ages 65 and older describe themselves as Christians, compared with just 59% among adults under 30.","Pew Research Center","http://www.pewforum.org/2014/07/16/how-americans-feel-about-religious-groups/","2016-09-03T15:37:11.339Z","2016-09-03T15:38:56.470Z"
"26x1dobje3","healthandsafety","Do you believe you are at greater risk of being a victim of violent crime in your city compared to the rest of the country?","Yes","No",0,0,0,"16.13/100000","","","2016-09-03T15:37:20.894Z","2016-09-03T15:38:56.758Z"
"27bcd62ylr","healthandsafety","Do you consider marijuana a deadly drug?","Yes","No",0,0,0,"A 2014 French study determined that out of nearly 2,000 reports of serious weed abuse, only 9 people died.","","","2016-09-03T15:37:26.746Z","2016-09-03T15:38:56.988Z"
"2b74r2q56x","environmental","Do you think acid rain is a real threat anymore?","Yes","No",0,0,0,"","","","2016-09-03T15:37:09.804Z","2016-09-03T15:38:57.196Z"
"2d00il2a3j","healthandsafety","Does the fear of getting a ticket for littering actually deter you from littering?","Yes","No",0,0,0,"75 percent of people have admitted to littering in the past 5 years.","","","2016-09-03T15:37:20.084Z","2016-09-03T15:38:57.420Z"
"2op2rwdar1","ethical","Would you describe the current state of moral values in the U.S. as poor?","Yes","No",0,0,0,"According to Gallup, 45% of Americans describe the current state of moral values in the U.S. as ""poor,"" with 34% saying they are ""only fair"" and 19% rating the state of moral values as either ""excellent"" or ""good.""","Gallup","http://www.gallup.com/poll/183467/majority-say-moral-values-getting-worse.aspx","2016-09-03T15:37:10.094Z","2016-09-03T15:38:57.673Z"
"2pyd41m489","financial","Do you think NBA players should make more money?","Yes","No",0,0,0,"","","","2016-09-03T15:37:18.829Z","2016-09-03T15:38:57.921Z"
"2rxanu0303","ethical","Would say the state of moral values in the U.S. is in decline?","Yes","No",0,0,0,"According to a recent Gallup poll, most Americans (72%) continue to believe the state of moral values in the U.S. is ""getting worse,"" while 22% say it is ""getting better.""","Gallup","http://www.gallup.com/poll/183467/majority-say-moral-values-getting-worse.aspx","2016-09-03T15:37:09.998Z","2016-09-03T15:38:58.150Z"
"2rxtyktxbw","recreational","Do you play checkers?","Yes","No",0,0,0,"","","","2016-09-03T15:37:31.793Z","2016-09-03T15:38:58.385Z"
"2w0clvdrue","healthandsafety","Do you fear being hit by falling space chunk?","Yes","No",0,0,0,"The European Space Agency's Orbital Debris Office calculated that there's a one-in-100-billion chance that you'll be severely injured by a falling piece of space junk this year. In the course of a 75-year lifetime, then, the odds you'll get hurt by falling space debris are a little less than one in 1 billion","","","2016-09-03T15:37:21.785Z","2016-09-03T15:38:58.590Z"
"2wjvdv1yty","recreational","Do you think marijuana is safer than alcohol?","safer","less safe",0,0,0,"","","","2016-09-03T15:37:29.855Z","2016-09-03T15:38:58.835Z"
"2wmsf6kkgs","recreational","Have you ever been part of a flag football team?","Yes","No",0,0,0,"","","","2016-09-03T15:37:29.375Z","2016-09-03T15:38:59.105Z"
"2xydlwqbck","healthandsafety","Do you worry about getting food poisoning?","Yes","No",0,0,0,"According to the CDC, every year one in six people contract a food-borne illness.","","","2016-09-03T15:37:27.863Z","2016-09-03T15:38:59.370Z"
"30btqrtth8","socialandpolitical","Do you think organized religion is good for society or bad for society?","Good","Bad",0,0,0,"","","","2016-09-03T15:37:35.589Z","2016-09-03T15:38:59.635Z"
"31ixuctm64","environmental","Does the weather affect your daily life?","Yes","No",0,0,0,"","","","2016-09-03T15:37:09.698Z","2016-09-03T15:38:59.883Z"
"325qjqm86l","environmental","Do you drive your car places that you could easily walk to?","Yes","No",0,0,0,"","","","2016-09-03T15:37:08.412Z","2016-09-03T15:39:00.124Z"
"332ama7xtc","recreational","Would you try stand-up paddle-boarding?","Yes","No",0,0,0,"","","","2016-09-03T15:37:29.145Z","2016-09-03T15:39:00.365Z"
"34h605cnti","socialandpolitical","Who do you think makes a better boss, a man or a woman?","Man","Woman",0,0,0,"","","","2016-09-03T15:37:34.194Z","2016-09-03T15:39:00.598Z"
"37l85dyn28","environmental","Do you think most people in the world have access to clean water?","Yes","No",0,0,0,"For 1.1.billion people around the world, clean water in unobtainable. Almost half of the worldäó»s population does not have proper water treatment.","Blacksmith Institute","http://facts.randomhistory.com/pollution-facts.html","2016-09-03T15:37:06.340Z","2016-09-03T15:39:00.811Z"
"39clewu4fj","ethical","Have you ever had sex with multiple partners without any of them knowing about one another?","Yes","No",0,0,0,"","","","2016-09-03T15:37:14.717Z","2016-09-03T15:39:01.005Z"
"39h6dcbtba","recreational","Do you fear injury during recreational sports?","Yes","No",0,0,0,"","","","2016-09-03T15:37:29.300Z","2016-09-03T15:39:01.205Z"
"3j2a7cu2vd","socialandpolitical","Can you name one of your state elected officals?","Yes","No",0,0,0,"","","","2016-09-03T15:37:38.334Z","2016-09-03T15:39:01.430Z"
"3j4mbwuetu","environmental","Do you think the environmental cost of space exploration is justified?","Yes","No",0,0,0,"A single NASA space shuttle launch produces 28 tons of carbon dioxide. A launch also releases 13 tons of hydrochloric acid, which kills fish and plants within half a mile of the launch site.","Discover Magazine","http://facts.randomhistory.com/pollution-facts.html","2016-09-03T15:37:05.958Z","2016-09-03T15:39:01.621Z"
"3j8u0a30o3","socialandpolitical","Would you date someone for your own political or professional gain?","Yes","No",0,0,0,"","","","2016-09-03T15:37:35.200Z","2016-09-03T15:39:01.816Z"
"3jgiq0d0tw","environmental","Do you think Americans have gotten better about recyclying in recent years?","Yes","No",0,0,0,"Over 80% of items buried in landfills could have been recycled.","Jakab, Cheryl. 2007. Global Issues: Clean Air and Water.","http://facts.randomhistory.com/pollution-facts.html","2016-09-03T15:37:06.477Z","2016-09-03T15:39:01.976Z"
"3ntqbrhvqp","ethical","Do you think social conservaties are more negative than others about the state of moral values in America?","Yes","No",0,0,0,"According to Gallup, 80% of social conservatives consistently say the state of morals in America is getting worse.","Gallup","http://www.gallup.com/poll/183467/majority-say-moral-values-getting-worse.aspx","2016-09-03T15:37:10.044Z","2016-09-03T15:39:02.151Z"
"3phc74tk44","financial","Do you think most small businesses eventually turn a profit?","Yes","No",0,0,0,"The National Federation of Independent Business (NFIB) estimates that 39 percent of all small businesses make a profit over their lifetime. About 30 percent break even and another 30 percent lose money.","Entrepreneur","https://www.entrepreneur.com/article/238800","2016-09-03T15:37:17.548Z","2016-09-03T15:39:02.350Z"
"3q7td3mac8","healthandsafety","Do you think men or women make up the majority of motorcycle related injuries?","men","women",0,0,0,"","","","2016-09-03T15:37:28.596Z","2016-09-03T15:39:02.552Z"
"3ts6eagyjq","socialandpolitical","Are you apathatic when it comes to voting?","Yes","No",0,0,0,"","","","2016-09-03T15:37:38.978Z","2016-09-03T15:39:02.771Z"
"3u1lchqfx6","socialandpolitical","Do you think there are more than 1 million homeless children in the U.S.?","Yes","No",0,0,0,"In 2012, the National Center on Family Homelessness analyzed state-level data and found that nationwide, 1.6 million children experience homelessness in a year. That's 1 in 45 children.","","","2016-09-03T15:37:33.604Z","2016-09-03T15:39:03.046Z"
"3xnaanvcr6","socialandpolitical","Do you think Hiliary Clinton should be elected just because she is a woman?","Yes","No",0,0,0,"","","","2016-09-03T15:37:36.829Z","2016-09-03T15:39:03.271Z"
"3yrtukmwer","ethical","Do you generally distrust people of other religious backgrounds?","Yes","No",0,0,0,"Findings from a Pew Research Center study indicate that religious groups are rated more positively by their own members than by people from other religious backgrounds.","Pew Research Center","http://www.pewforum.org/2014/07/16/how-americans-feel-about-religious-groups/","2016-09-03T15:37:11.209Z","2016-09-03T15:39:03.516Z"
"42u86euk8l","ethical","Is it okay to fantasize about someone else when you are with your partner?","Yes","No",0,0,0,"According to CNN/RealSimple.com, any couples therapist would say that fantasies are normal, but they can become problematic if they are the only way a person can achieve intimacy with his or her spouse -- or, of course, if they lead to actual infidelity.","RealSimple.com","http://edition.cnn.com/2010/LIVING/wayoflife/03/10/rs.10.ethical.questions/","2016-09-03T15:37:12.393Z","2016-09-03T15:39:03.751Z"
"472wkoes4d","socialandpolitical","Do you think that the state of Texas comprises more than 10% of the land mass of the United States?","Yes","No",0,0,0,"","","","2016-09-03T15:37:33.821Z","2016-09-03T15:39:03.995Z"
"47adacqjj2","socialandpolitical","Do you think Trump will get the USA into another war?","Yes","No",0,0,0,"","","","2016-09-03T15:37:38.884Z","2016-09-03T15:39:04.240Z"
"4almn6lnqe","socialandpolitical","Do you believe you have a duty as a US citizen to provide for the less fortunate?","Yes","No",0,0,0,"","","","2016-09-03T15:37:37.613Z","2016-09-03T15:39:04.485Z"
"4c76a5wmfr","recreational","Do you like dogs?","Yes","No",0,0,0,"","","","2016-09-03T15:37:32.259Z","2016-09-03T15:39:04.711Z"
"4g1xg3gi6q","ethical","Do you believe the death penalty claims innocent lives?","Yes","No",0,0,0,"Since 1973, 140 people have been released from death rows throughout the country due to evidence of their wrongful conviction.   In this same time period, more than 1,200 people have been executed.","Amnesty","http://www.amnestyusa.org/pdfs/DeathPenaltyFactsMay2012.pdf","2016-09-03T15:37:13.763Z","2016-09-03T15:39:04.885Z"
"4glp5m3ury","healthandsafety","Do you think Americans walk more than Japanese?","Yes","No",0,0,0,"Japanese people average 7,321 steps daily, while American average 5,340.","","","2016-09-03T15:37:26.228Z","2016-09-03T15:39:05.055Z"
"4ye355wjkn","ethical","If you know you would not get caught cheating on your significant other, would you do it?","Yes","No",0,0,0,"According to a 2014 report in the Journal of Marital and Family Therapy, 74% of men and 68% of women say that they would have an affair if they knew they would never get caught.","American Association for Marriage and Family Therapy","http://www.statisticbrain.com/infidelity-statistics/","2016-09-03T15:37:10.158Z","2016-09-03T15:39:05.232Z"
"58ce49t28u","socialandpolitical","Do you think its time for an independent to be in the white house?","Yes","No",0,0,0,"","","","2016-09-03T15:37:36.459Z","2016-09-03T15:39:05.416Z"
"59g4ywbd39","financial","Is money the primary factor that keeps you motivated at work?","Yes","No",0,0,0,"","","","2016-09-03T15:37:19.628Z","2016-09-03T15:39:05.600Z"
"59ovump25w","socialandpolitical","Do you believe the economy will take a downward turn if Clinton is elected?","Yes","No",0,0,0,"","","","2016-09-03T15:37:38.609Z","2016-09-03T15:39:05.761Z"
"5fe99bykoo","financial","Do you know someone who has started more than one business?","Yes","No",0,0,0,"According to a report titled äóěThe Anatomy of an Entrepreneuräóť by the Kauffman Foundation for Entrepreneurship, the majority of the entrepreneurs are serial entrepreneurs. The average number of businesses launched by respondents was approximately 2.3.","OnStartups.com","http://onstartups.com/tabid/3339/bid/10561/12-Facts-About-Entrepreneurs-That-Will-Likely-Surprise-You.aspx","2016-09-03T15:37:17.873Z","2016-09-03T15:39:05.930Z"
"5fgc9qirjr","ethical","Do you personally know someone who is Jewish?","Yes","No",0,0,0,"According to a Pew Research Center study, most Americans say they know someone who is Jewish (61%) even though only roughly 2% of U.S. adults identify religiously as Jewish.","Pew Research Center","http://www.pewforum.org/2014/07/16/how-americans-feel-about-religious-groups/","2016-09-03T15:37:11.563Z","2016-09-03T15:39:06.095Z"
"5gnh58ojjl","environmental","Do you think Americans use too much gasoline?","Yes","No",0,0,0,"Americans burn nearly half of the worldäó»s supply of gasoline.","Morris, Neil. 2010. Fossil Fuels.","http://facts.randomhistory.com/energy-facts.html","2016-09-03T15:37:07.242Z","2016-09-03T15:39:06.211Z"
"5krsjsqwin","financial","Do you think college athletes should be paid?","Yes","No",0,0,0,"","","","2016-09-03T15:37:18.609Z","2016-09-03T15:39:06.340Z"
"5obhcji4wf","ethical","Is it okay for a woman to flirt with a police officer to get out of a speeding ticket?","Yes","No",0,0,0,"According to a Harris Poll, 7% of U.S. adults admit to having lied to get out of a speeding ticket.","Harris Poll","http://isp.netscape.com/whatsnew/package.jsp?name=fte/2commonlies/2commonlies","2016-09-03T15:37:12.142Z","2016-09-03T15:39:06.490Z"
"5oratqc86x","recreational","Would you ever have a pet lizard?","Yes","No",0,0,0,"","","","2016-09-03T15:37:32.384Z","2016-09-03T15:39:06.626Z"
"5pswsilsjy","financial","Do you currently have student loan debt?","Yes","No",0,0,0,"The average student loan is US$23,186.","Economy Watch","http://www.economywatch.com/personal-finance/a-dozen-shocking-personal-finance-statistics.23-04.html","2016-09-03T15:37:16.844Z","2016-09-03T15:39:06.776Z"
"5s4u2ltere","healthandsafety","Do you think men or women are more likely to die from exposure to excessive natural cold temperatures (hypothermia)?","Men","Women",0,0,0,"According to the Centers for Disease Control and Prevention, approximately 67% of the hypothermia-related deaths between 1999 and 2011 were among males.","","","2016-09-03T15:37:22.394Z","2016-09-03T15:39:06.926Z"
"5veh2yxkkt","socialandpolitical","Do you prefer to avoid subjects like race and politics when on a first date?","Yes","No",0,0,0,"","","","2016-09-03T15:37:35.343Z","2016-09-03T15:39:07.080Z"
"5y8li0fd4r","environmental","Do you think the United States is among the top 10 countries generating ocean garbage?","Yes","No",0,0,0,"Of the countries generating the greatest amount of ocean-bound trash, China is first. The United States is 20th.","National Geographic","http://news.nationalgeographic.com/news/2015/02/150212-ocean-debris-plastic-garbage-patches-science/","2016-09-03T15:37:05.250Z","2016-09-03T15:39:07.216Z"
"62xlcuokpb","environmental","Do you make a conscious effort to recycle aluminum cans?","Yes","No",0,0,0,"Recycling one aluminum can saves enough energy to run a television for three hours.","Zimrig, Carl A. 2005. Cash for Your Trash. New Brunswick,","http://facts.randomhistory.com/2008/12/21_recycling.html","2016-09-03T15:37:05.738Z","2016-09-03T15:39:07.400Z"
"66n3nvw6og","financial","Have you ever gotten into an argument about money with a significant other?","Yes","No",0,0,0,"According to the Statistic Brain Research Institute, money is the number one cause of arguments in relationships.","Statistic Brain Research Institute","http://www.statisticbrain.com/dating-relationship-stats/","2016-09-03T15:37:16.463Z","2016-09-03T15:39:07.591Z"
"67t2pd8uch","socialandpolitical","Would you leave the  USA if Bernie Sanders was elected President ?","Yes","No",0,0,0,"","","","2016-09-03T15:37:38.074Z","2016-09-03T15:39:07.735Z"
"68jkhiebpv","socialandpolitical","Who do you think is better at multi-tasking, men or women?","Men","Women",0,0,0,"","","","2016-09-03T15:37:34.139Z","2016-09-03T15:39:07.855Z"
"6918tkgitg","financial","Do you think being married makes someone a better entrepreneur?","Yes","No",0,0,0,"According to a report titled äóěThe Anatomy of an Entrepreneuräóť by the Kauffman Foundation for Entrepreneurship, 69.9 percent of respondents indicated they were married when they launched their first business.","OnStartups.com","http://onstartups.com/tabid/3339/bid/10561/12-Facts-About-Entrepreneurs-That-Will-Likely-Surprise-You.aspx","2016-09-03T15:37:17.784Z","2016-09-03T15:39:07.983Z"
"6a0s6rcab0","financial","Do you have more than $25,000 in retirement savings?","Yes","No",0,0,0,"According to Healthways.com, 55% of Americans have less than $25,000 in retirement savings and 45% of these are over the age of 55.","Healthways.com","","2016-09-03T15:37:15.579Z","2016-09-03T15:39:08.095Z"
"6c8tm64ge8","environmental","Do you think deforestation is bad for the environment?","Yes","No",0,0,0,"World Wildlife Fund (WWF) states that tropical forests hold more than 210 gigatons of carbon, and deforestation represents around 15% of greenhouse gas emissions.","World Wildlife Fund","http://www.worldwildlife.org/threats/deforestation","2016-09-03T15:37:08.177Z","2016-09-03T15:39:08.188Z"
"6eqqry5qr9","financial","Do you think NFL players should make more money?","Yes","No",0,0,0,"","","","2016-09-03T15:37:18.999Z","2016-09-03T15:39:08.278Z"
"6fmm88ge6u","financial","Do you think $70,000 is a lot of money for a salary?","Yes","No",0,0,0,"","","","2016-09-03T15:37:18.294Z","2016-09-03T15:39:08.368Z"
"6gk4aj9ay1","healthandsafety","Do you think you are at a higher risk of death from weather related causes in the Southern U.S.?","Yes","No",0,0,0,"","","","2016-09-03T15:37:24.214Z","2016-09-03T15:39:08.474Z"
"6lk3pct9lf","healthandsafety","Do you fear for your safety in your automobile during flooding events?","Yes","No",0,0,0,"","","","2016-09-03T15:37:24.364Z","2016-09-03T15:39:08.583Z"
"6n5djucoqb","healthandsafety","Do you suffer from excessive sweating?","Yes","No",0,0,0,"","","","2016-09-03T15:37:24.644Z","2016-09-03T15:39:08.681Z"
"6qsk6pqaev","ethical","Should we be allowed to clone humans?","Yes","No",0,0,0,"Many people consider human cloning to be an affront to our dignity and individuality. Others worry about the potential for clones to be exploited or abused. Supporters say thereäó»s no harm done so long as the rights of clones are recognized.","io9. Gizmodo","http://io9.gizmodo.com/these-unresolved-ethical-questions-are-about-to-get-rea-512883836","2016-09-03T15:37:12.779Z","2016-09-03T15:39:08.780Z"
"6rld18fnge","environmental","Do you make a consious effort to reduce the amount of garbage you produce?","Yes","No",0,0,0,"Each person in the U.S. produces about 4 pounds (2 kg) of garbage a day.","Wehr, Kevin. 2011. Green Culture: An A-to-Z Guide","http://facts.randomhistory.com/pollution-facts.html","2016-09-03T15:37:06.623Z","2016-09-03T15:39:08.883Z"
"70a608qmrg","environmental","Have you ever heard of the chemical element cadmium?","Yes","No",0,0,0,"One of the more common and dangerous pollutants in the environment is cadmium, which kills human fetal sex organ cells. Its widespread presence means it is in almost everything we eat and drink.","Huffington Post","http://facts.randomhistory.com/pollution-facts.html","2016-09-03T15:37:05.690Z","2016-09-03T15:39:08.990Z"
"71q3sa3t5s","socialandpolitical","Do you believe gun violence has gone up or down since 1990?","Up","Down",0,0,0,"","","","2016-09-03T15:37:33.989Z","2016-09-03T15:39:09.095Z"
"73kxxlbuur","socialandpolitical","Do you think we will ever see a presidental candidate from another party besides the GOP and the Democratic party?","Yes","No",0,0,0,"","","","2016-09-03T15:37:36.757Z","2016-09-03T15:39:09.200Z"
"748hiy0ii6","socialandpolitical","Do you feel that the population of your city is generally well educated (collegiate level and above)?","Yes","No",0,0,0,"","","","2016-09-03T15:37:33.933Z","2016-09-03T15:39:09.339Z"
"77rai5fm8n","financial","Do you think CEO's make too much money?","Yes","No",0,0,0,"","","","2016-09-03T15:37:19.528Z","2016-09-03T15:39:09.480Z"
"786p87cmt6","recreational","Have you ever done cocaine?","Yes","No",0,0,0,"","","","2016-09-03T15:37:30.001Z","2016-09-03T15:39:09.628Z"
"794jpbs7lq","healthandsafety","Do you use your smartphone for work after 9:00 PM?","Yes","No",0,0,0,"A University of Florida study found that managers who use their smartphones for work after 9:00 PM wake up groggy.","","","2016-09-03T15:37:25.940Z","2016-09-03T15:39:09.765Z"
"7as8so2ebm","ethical","The majority of arranged marriages end in divorce.","TRUE","FALSE",0,0,0,"According to the Statistic Brain Research Institute, the global divorce rate for arranged marriages is 6.3 %.","Statistic Brain Research Institute","http://www.statisticbrain.com/arranged-marriage-statistics/","2016-09-03T15:37:10.818Z","2016-09-03T15:39:09.891Z"
"7bbsswb6af","ethical","Do you prefer women to be natural and not shave?","Yes","No",0,0,0,"","","","2016-09-03T15:37:14.934Z","2016-09-03T15:39:10.018Z"
"7dqpcip5qv","ethical","Do you think women should take a birth control pill?","Yes","No",0,0,0,"","","","2016-09-03T15:37:14.843Z","2016-09-03T15:39:10.150Z"
"7ffkoerwcu","healthandsafety","Do you worry about dying from unintentional poisoning by and exposure to noxious substances?","Yes","No",0,0,0,"According to the National Safety Council, the odds of a person in the U.S. dying from unintentional poisoning by and exposure to noxious substances are about 1 in 119.","","","2016-09-03T15:37:22.459Z","2016-09-03T15:39:10.265Z"
"7grfpfav6i","recreational","How many miles do you think the average soccer player runs per game?","Yes","No",0,0,0,"","","","2016-09-03T15:37:29.004Z","2016-09-03T15:39:10.405Z"
"7i62yrvh4o","socialandpolitical","Do you think the USA is still the worlds protector?","Yes","No",0,0,0,"","","","2016-09-03T15:37:38.749Z","2016-09-03T15:39:10.522Z"
"7osc2gsgde","ethical","Would you ever have sex for money?","Yes","No",0,0,0,"","","","2016-09-03T15:37:15.399Z","2016-09-03T15:39:10.634Z"
"7pt433vwdd","socialandpolitical","Do you have an adopted brother or sister?","Yes","No",0,0,0,"","","","2016-09-03T15:37:35.835Z","2016-09-03T15:39:10.785Z"
"7tocwi9kwi","financial","Do you think we should get rid of Social Security?","Yes","No",0,0,0,"35 percent of Americans over 65 years rely almost entirely on Social Security.","Debt.com","https://www.debt.com/solutions/money-management/facts-and-stats/personal-finance-statistics/","2016-09-03T15:37:18.249Z","2016-09-03T15:39:10.920Z"
"7vx3r8c7r2","recreational","Is your frist date with a girl or guy a nice dinner?","Yes","No",0,0,0,"","","","2016-09-03T15:37:32.059Z","2016-09-03T15:39:11.065Z"
