"id","category","question","answer1","answer2","response1","response2","responses","stat","source","url","created","updated"
"16mimxagll","socialandpolitical","Do you believe welfare is something we should put our tax money towards?","Yes","No",0,0,0,"","","","2016-09-05T03:24:27.893Z","2016-09-05T03:24:27.893Z"
"183k0dd8dg","healthandsafety","Do you think you are okay to drive after having just one or two drinks?","Yes","No",0,0,0,"According to a UC-San Diego study, people with a BAC of just .01% (well below the .08% legal limit) are 46% more likely to cause a crash than drivers who are totally sober.","","","2016-09-05T03:24:13.520Z","2016-09-05T03:24:13.520Z"
"1aabfr022y","financial","Do you take your lunch to work to save money?","Yes","No",0,0,0,"You can save $112,000 over a lifetime by bringing your lunch to work.","Economy Watch","http://www.economywatch.com/personal-finance/a-dozen-shocking-personal-finance-statistics.23-04.html","2016-09-05T03:24:02.408Z","2016-09-05T03:24:02.408Z"
"1ahgvg2x6r","socialandpolitical","Do you have children?","Yes","No",0,0,0,"","","","2016-09-05T03:24:27.452Z","2016-09-05T03:24:27.452Z"
"1fv1ng16xb","recreational","Do you like to play softball for fun?","Yes","No",0,0,0,"","","","2016-09-05T03:24:18.902Z","2016-09-05T03:24:18.902Z"
"1mtrt7u93e","healthandsafety","When running, do you think it's better to land heal first or toe-first?","heel","toe",0,0,0,"According to a study in Medicine & Science in Sports & Exercise, rear-foot strikers use nearly 10% less energy than mid-foot and forefoot strikers do at the same speed.","","","2016-09-05T03:24:15.320Z","2016-09-05T03:24:15.320Z"
"1qevjije2v","financial","Do you think $100,000 a lot of money for a salary?","Yes","No",0,0,0,"","","","2016-09-05T03:24:04.543Z","2016-09-05T03:24:04.543Z"
"1u81jdtyp0","healthandsafety","Do you believe you are at greater risk of being a victim of violent crime in Texas compared to the rest of the country?","Yes","No",0,0,0,"According to the U.S. Census Bureau, Texas ranks 15th among all states, with 516 violent crimes per 100,000 people. South Carolina ranks 1st, with 766 per 100k. Maine ranks 50th, with 116 per 100k.","","","2016-09-05T03:24:07.515Z","2016-09-05T03:24:07.515Z"
"1wq7sc2wx2","environmental","Florida is the most hurricane-prone state in the U.S.","TRUE","FALSE",0,0,0,"During the 20th century, 158 hurricanes of all categories hit the U.S. Most hurricanes hit Florida (57), with Texas coming in second with 26. Louisiana and North Carolina each had 25.","Hojem, Benjamin. 2010. Hurricanes: Weathering the Storm","http://facts.randomhistory.com/hurricane-facts.html","2016-09-05T03:23:31.243Z","2016-09-05T03:23:31.243Z"
"1wth3kvi96","financial","Do you have a household budget?","Yes","No",0,0,0,"According to Healthways.com, only 32% of American families have a household budget","Healthways.com","","2016-09-05T03:23:57.419Z","2016-09-05T03:23:57.419Z"
"1wxyym7464","socialandpolitical","Would you consider Austin a city that supports the lesbian, gay, bisexual and transgendet (LGBT) community?","Yes","No",0,0,0,"According to NerdWallet, Austin ranks 7th among the country's top 10 most LBGT-friendly cities","","","2016-09-05T03:24:23.077Z","2016-09-05T03:24:23.077Z"
"1xxamt2cl0","environmental","Do you think the U.S. is the world's largest producer of nuclear power?","Yes","No",0,0,0,"The United States produces more nuclear-generated electricity than any other country, nearly 1/3 of the worldäó»s total. The second largest producer is France, which generates more than 3/4 of its electricity in nuclear reactors.","Morris, Neil. 2010. Nuclear Power","http://facts.randomhistory.com/energy-facts.html","2016-09-05T03:23:27.191Z","2016-09-05T03:23:27.191Z"
"24qgqvudte","healthandsafety","Do you ever binge drink (consume more than 8 drinks in a row)?","Yes","No",0,0,0,"","","","2016-09-05T03:24:07.084Z","2016-09-05T03:24:07.084Z"
"2b12e0fosl","recreational","Do you always volunteer to pay for your date's dinner?","Yes","No",0,0,0,"","","","2016-09-05T03:24:20.883Z","2016-09-05T03:24:20.883Z"
"2cc11xaw5j","environmental","Do you think men are more likely to litter than women?","Yes","No",0,0,0,"People who litter are more likely to be the following: men between 18-34 years old, smokers, people who eat at fast food places at least two times per week, and drive more than 50 miles a day.","Keep America Beautiful","http://facts.randomhistory.com/pollution-facts.html","2016-09-05T03:23:22.157Z","2016-09-05T03:23:22.157Z"
"2ddcia4c31","financial","Do you think MLB players should make more money?","Yes","No",0,0,0,"","","","2016-09-05T03:24:05.229Z","2016-09-05T03:24:05.229Z"
"2f9rl2o2q8","recreational","Do you use tabacco products other than cigarettes?","Yes","No",0,0,0,"","","","2016-09-05T03:24:19.860Z","2016-09-05T03:24:19.860Z"
"2fyjsjfwrr","healthandsafety","Do you think you will get an STD at some point in your lifetime?","Yes","No",0,0,0,"More than half of all people will have an STD/STI at some point in their lifetime.","","","2016-09-05T03:24:11.697Z","2016-09-05T03:24:11.697Z"
"2ia8l2cm5r","financial","Have you ever gotten into an argument about money with a significant other?","Yes","No",0,0,0,"According to the Statistic Brain Research Institute, money is the number one cause of arguments in relationships.","Statistic Brain Research Institute","http://www.statisticbrain.com/dating-relationship-stats/","2016-09-05T03:24:00.399Z","2016-09-05T03:24:00.399Z"
"2nfsvoyseg","recreational","Do you bowl?","Yes","No",0,0,0,"","","","2016-09-05T03:24:22.885Z","2016-09-05T03:24:22.885Z"
"2rvb0gm4lj","recreational","Do you like to run in marathons?","Yes","No",0,0,0,"","","","2016-09-05T03:24:22.004Z","2016-09-05T03:24:22.004Z"
"2tswek32lk","environmental","Do you hunt birds?","Yes","No",0,0,0,"","","","2016-09-05T03:23:36.348Z","2016-09-05T03:23:36.348Z"
"2ug03fpth5","financial","Do you think you need a college degree to be a successful entrepreneur?","Yes","No",0,0,0,"According to a report titled äóěThe Anatomy of an Entrepreneuräóť by the Kauffman Foundation for Entrepreneurship, 95 percent of entrepreneurs earn at least a bacheloräó»s degrees, and 47 percent have more advanced degrees.","OnStartups.com","http://onstartups.com/tabid/3339/bid/10561/12-Facts-About-Entrepreneurs-That-Will-Likely-Surprise-You.aspx","2016-09-05T03:24:03.561Z","2016-09-05T03:24:03.561Z"
"2w4591w4y6","recreational","Do you think recreational sports is a good way to meet people?","Yes","No",0,0,0,"","","","2016-09-05T03:24:17.724Z","2016-09-05T03:24:17.724Z"
"2wkfqqups4","ethical","Should some animals have the same moral rights as humans?","Yes","No",0,0,0,"Last year, an international group of scientists signed the Cambridge Declaration on Consciousness in which they proclaimed their support for the idea that many animals are conscious and aware to the degree that humans are äóî a list of animals that includes all mammals, birds, and even the octopus.","io9. Gizmodo","http://io9.gizmodo.com/these-unresolved-ethical-questions-are-about-to-get-rea-512883836","2016-09-05T03:23:48.962Z","2016-09-05T03:23:48.962Z"
"2x7ywd68d9","recreational","Do you prefer small groups?","Yes","No",0,0,0,"","","","2016-09-05T03:24:19.288Z","2016-09-05T03:24:19.288Z"
"30t75fn8wh","recreational","Would you ever have a pet lizard?","Yes","No",0,0,0,"","","","2016-09-05T03:24:21.512Z","2016-09-05T03:24:21.512Z"
"30y9nacpin","environmental","Do you think deforestation is bad for the environment?","Yes","No",0,0,0,"World Wildlife Fund (WWF) states that tropical forests hold more than 210 gigatons of carbon, and deforestation represents around 15% of greenhouse gas emissions.","World Wildlife Fund","http://www.worldwildlife.org/threats/deforestation","2016-09-05T03:23:32.391Z","2016-09-05T03:23:32.391Z"
"36efvyiwff","environmental","Do you think the United States is among the top 10 countries generating ocean garbage?","Yes","No",0,0,0,"Of the countries generating the greatest amount of ocean-bound trash, China is first. The United States is 20th.","National Geographic","http://news.nationalgeographic.com/news/2015/02/150212-ocean-debris-plastic-garbage-patches-science/","2016-09-05T03:23:18.697Z","2016-09-05T03:23:18.697Z"
"38vk8phimi","healthandsafety","Do you think that traffic accidents are more or less likely on Friday the 13th?","Yes","No",0,0,0,"In 1993, a group of medical researchers in Britain found that traffic accidents were 52 percent more likely to result in hospital-worthy injuries if they occurred on Friday the 13th than if they occurred on Friday the 6th.","","","2016-09-05T03:24:08.477Z","2016-09-05T03:24:08.477Z"
"3954clyiad","socialandpolitical","Do you think organized religion is good for society or bad for society?","Good","Bad",0,0,0,"","","","2016-09-05T03:24:27.054Z","2016-09-05T03:24:27.054Z"
"3bjws0w3dk","recreational","Do you play vollyball?","Yes","No",0,0,0,"","","","2016-09-05T03:24:22.540Z","2016-09-05T03:24:22.540Z"
"3c24sgr79j","financial","Do you have at least $2,000 in retirement savings?","Yes","No",0,0,0,"According to Debt.com, 50 percent of working Americans have less than $2000 saved for retirement.","Debt.com","https://www.debt.com/solutions/money-management/facts-and-stats/personal-finance-statistics/","2016-09-05T03:24:04.329Z","2016-09-05T03:24:04.329Z"
"3cdtrpun8i","ethical","Do you personally know someone who is Mormon?","Yes","No",0,0,0,"According to a Pew Research Center study, 44% of Americans say they know someone who is Mormon. Mormons constitute about 2% of the U.S. adult population.","Pew Research Center","http://www.pewforum.org/2014/07/16/how-americans-feel-about-religious-groups/","2016-09-05T03:23:44.749Z","2016-09-05T03:23:44.749Z"
"3e959n69je","ethical","Have you ever had sex with someone just to have sex?","Yes","No",0,0,0,"","","","2016-09-05T03:23:53.793Z","2016-09-05T03:23:53.793Z"
"3pgyaqsgbu","healthandsafety","Do you take greater precautions swimming when there is no lifeguard on duty?","Yes","No",0,0,0,"Data from the U.S. Lifesaving Association (USLA) shows that 5 out of 6 open water drownings occur on unguarded stretches of beach.","","","2016-09-05T03:24:14.723Z","2016-09-05T03:24:14.723Z"
"3r7eik5tov","ethical","Do you personally know someone who is an evangelical Christian?","Yes","No",0,0,0,"According to a Pew Research Center study, seven-in-ten people (including 63% of non-evangelicals) say they know someone who is an evangelical Christian.","Pew Research Center","http://www.pewforum.org/2014/07/16/how-americans-feel-about-religious-groups/","2016-09-05T03:23:43.989Z","2016-09-05T03:23:43.989Z"
"3uq9odm3i8","recreational","Are you afraid of flying in small planes?","Yes","No",0,0,0,"","","","2016-09-05T03:24:17.349Z","2016-09-05T03:24:17.349Z"
"3vablxw2lv","healthandsafety","Do you worry about dying from overheating (hyperthermia)?","Yes","No",0,0,0,"According to the National Safety Council, the odds of a person in the U.S. dying from exposure to excessive natural heat are about 1 in 8,321.","","","2016-09-05T03:24:09.067Z","2016-09-05T03:24:09.067Z"
"437l8g31x0","environmental","Do you think solar energy is a major source of electricity generation in the U.S.?","Yes","No",0,0,0,"According to a study by the  MIT Energy Initiative (MITEI), solar energy today accounts for only about 1% of U.S. and global electricity generation.","GreenFacts.org","http://www.greenfacts.org/en/solar-energy/l-2/index.htm#0","2016-09-05T03:23:19.092Z","2016-09-05T03:23:19.092Z"
"44hos908r9","financial","Do you think people today are renting for longer periods of time before buying their first home?","Yes","No",0,0,0,"Millennials are renting for a median of six years before buying, compared with a median of five years for renters in 1980.","NerdWallet","https://www.nerdwallet.com/blog/mortgages/millennials-and-homebuying/?trk=nw_hp4_bv_indexpgtitle","2016-09-05T03:24:02.752Z","2016-09-05T03:24:02.752Z"
"45bdkeeijy","recreational","Do you think it's safe to ride a bike in Austin?","Yes","No",0,0,0,"","","","2016-09-05T03:24:16.989Z","2016-09-05T03:24:16.989Z"
"46jof9xe2k","financial","Do you think being a parent makes someone a better entrepreneur?","Yes","No",0,0,0,"According to a report titled äóěThe Anatomy of an Entrepreneuräóť by the Kauffman Foundation for Entrepreneurship,  59.7 percent of respondents indicated they had at least one child when they launched their first business, and 43.5 percent had two or more children.","OnStartups.com","http://onstartups.com/tabid/3339/bid/10561/12-Facts-About-Entrepreneurs-That-Will-Likely-Surprise-You.aspx","2016-09-05T03:24:03.804Z","2016-09-05T03:24:03.804Z"
"46xjn1wqbv","recreational","Do you cross country ski?","Yes","No",0,0,0,"","","","2016-09-05T03:24:22.824Z","2016-09-05T03:24:22.824Z"
"48c1e0txrr","socialandpolitical","Are you apathatic when it comes to voting?","Yes","No",0,0,0,"","","","2016-09-05T03:24:34.759Z","2016-09-05T03:24:34.759Z"
"48xqhjpydj","recreational","Do you think more people run marathons or obstacle events?","Yes","No",0,0,0,"","","","2016-09-05T03:24:17.160Z","2016-09-05T03:24:17.160Z"
"4dpb2mjtku","financial","Is it possible to live on a dollar a day?","Yes","No",0,0,0,"In the country of Mali, 72.8% of the population live on less than a dollar a day","","","2016-09-05T03:24:00.214Z","2016-09-05T03:24:00.214Z"
"4dxjtkq9yi","healthandsafety","Do you think you will get HPV at some point in your lifetime?","Yes","No",0,0,0,"About 79 million Americans are currently infected with HPV. About 14 million people become newly infected each year. HPV is so common that most sexually-active men and women will get at least one type of HPV at some point in their lives.","","","2016-09-05T03:24:11.783Z","2016-09-05T03:24:11.783Z"
"4fymgvovxi","financial","Do you think white men make more money than Indian men?","Yes","No",0,0,0,"","","","2016-09-05T03:24:05.510Z","2016-09-05T03:24:05.510Z"
"4gxsx9p40u","socialandpolitical","Do you feel that the population of your city is generally well educated (collegiate level and above)?","Yes","No",0,0,0,"","","","2016-09-05T03:24:23.717Z","2016-09-05T03:24:23.717Z"
"4h6aud9764","healthandsafety","Do you fear being hit by falling space chunk?","Yes","No",0,0,0,"The European Space Agency's Orbital Debris Office calculated that there's a one-in-100-billion chance that you'll be severely injured by a falling piece of space junk this year. In the course of a 75-year lifetime, then, the odds you'll get hurt by falling space debris are a little less than one in 1 billion","","","2016-09-05T03:24:08.565Z","2016-09-05T03:24:08.565Z"
"4kfea5lmtv","environmental","Do you think most Americans make a conscious effort to recycle used plastic water bottles?","Yes","No",0,0,0,"Americans buy over 29 billion bottles of water every year. Only 13% of those bottles are recycled.","National Geographic","http://facts.randomhistory.com/pollution-facts.html","2016-09-05T03:23:19.712Z","2016-09-05T03:23:19.712Z"
"4p5hoc18jx","recreational","Would you every try stand-up paddleboarding (SUP)?","Yes","No",0,0,0,"","","","2016-09-05T03:24:16.667Z","2016-09-05T03:24:16.667Z"
"4qmmwm8apv","healthandsafety","Do you think you are more likely to eat poorly on days when you consume alcohol?","Yes","No",0,0,0,"According to a study in the American Journal of Clinical Nutrition, men eat more calories and make unhealthier food choices on days they drink alcohol.","","","2016-09-05T03:24:13.878Z","2016-09-05T03:24:13.878Z"
"4rp568uq6h","recreational","Do you think marijuana is a recreational drug?","Yes","No",0,0,0,"","","","2016-09-05T03:24:17.891Z","2016-09-05T03:24:17.891Z"
"4smvrk36jy","environmental","Have you ever heard of the chemical element cadmium?","Yes","No",0,0,0,"One of the more common and dangerous pollutants in the environment is cadmium, which kills human fetal sex organ cells. Its widespread presence means it is in almost everything we eat and drink.","Huffington Post","http://facts.randomhistory.com/pollution-facts.html","2016-09-05T03:23:20.457Z","2016-09-05T03:23:20.457Z"
"4tbibxcjll","ethical","Have you ever been attracted to a brother-in-law or sister-in-law?","Yes","No",0,0,0,"According to the Journal of Marital and Family Therapy, 17% of men and women admit to infidelity with a brother-in-law or sister-in-law","American Association for Marriage and Family Therapy","http://www.statisticbrain.com/infidelity-statistics/","2016-09-05T03:23:40.695Z","2016-09-05T03:23:40.695Z"
"4u653oflrx","socialandpolitical","Do you think a wealthy woman would make a good president?","Yes","No",0,0,0,"","","","2016-09-05T03:24:33.235Z","2016-09-05T03:24:33.235Z"
"4wvrjt991r","financial","Do you think we should get rid of Social Security?","Yes","No",0,0,0,"35 percent of Americans over 65 years rely almost entirely on Social Security.","Debt.com","https://www.debt.com/solutions/money-management/facts-and-stats/personal-finance-statistics/","2016-09-05T03:24:04.377Z","2016-09-05T03:24:04.377Z"
"4xc47la0nm","financial","Do you think kids should have an allowance?","Yes","No",0,0,0,"","","","2016-09-05T03:24:04.758Z","2016-09-05T03:24:04.758Z"
"51w45eimks","ethical","Do you prefer women to be natural and not shave?","Yes","No",0,0,0,"","","","2016-09-05T03:23:55.394Z","2016-09-05T03:23:55.394Z"
"5941n66rn8","financial","Do you think NBA players should make less money?","Yes","No",0,0,0,"","","","2016-09-05T03:24:04.856Z","2016-09-05T03:24:04.856Z"
"59s8xhjomx","socialandpolitical","Do you believe the President of the United States is just a pawn for other controlling powers?","Yes","No",0,0,0,"","","","2016-09-05T03:24:29.318Z","2016-09-05T03:24:29.318Z"
"59xm1l5fia","healthandsafety","Do you think men or women are more likely to go to the dentist annually?","Men","Women",0,0,0,"According to a 2013 Gallup-Health ways Well-Being Index survey, 67.2% of women report visiting the dentist at least annually, while 62% of men report the same.","","","2016-09-05T03:24:10.013Z","2016-09-05T03:24:10.013Z"
"5g24b1kvw5","healthandsafety","How you gotten a tetanus shot in the last 10 years?","Yes","No",0,0,0,"According to the CDC, 36% of people age 19-49 have gone 10 years or longer since their last tetanus shot.","","","2016-09-05T03:24:12.942Z","2016-09-05T03:24:12.942Z"
"5gdchnvaa5","environmental","Are you scared of dying in a landslide?","Yes","No",0,0,0,"","","","2016-09-05T03:23:35.810Z","2016-09-05T03:23:35.810Z"
"5ie963tajw","healthandsafety","Do you believe you are at greater risk of being a victim of violent crime in United States compared to other countries?","Yes","No",0,0,0,"","","","2016-09-05T03:24:07.572Z","2016-09-05T03:24:07.572Z"
"5ilgxj43t7","environmental","Do you hunt wild boar?","Yes","No",0,0,0,"","","","2016-09-05T03:23:36.513Z","2016-09-05T03:23:36.513Z"
"5o0ghw8fwn","healthandsafety","Do you think weather related fatalities in the U.S. occur more during the winter or during the summer?","Yes","No",0,0,0,"In 2013, there were a total of 70 weather related deaths in the winter and a total of 196 in the summer. The highest month was July with 107 deaths. The lowest was March, with 12.","","","2016-09-05T03:24:08.820Z","2016-09-05T03:24:08.820Z"
"5qq02lrxur","environmental","Do you care about your car's fuel efficiency?","Yes","No",0,0,0,"","","","2016-09-05T03:23:37.125Z","2016-09-05T03:23:37.125Z"
"5v86poo6kj","ethical","Do you generally distrust people of other religious backgrounds?","Yes","No",0,0,0,"Findings from a Pew Research Center study indicate that religious groups are rated more positively by their own members than by people from other religious backgrounds.","Pew Research Center","http://www.pewforum.org/2014/07/16/how-americans-feel-about-religious-groups/","2016-09-05T03:23:43.313Z","2016-09-05T03:23:43.313Z"
"5wcexjcg67","environmental","Does the weather affect your daily life?","Yes","No",0,0,0,"","","","2016-09-05T03:23:37.524Z","2016-09-05T03:23:37.524Z"
"609ujvclkg","recreational","Do you like to wrestle for fun?","Yes","No",0,0,0,"","","","2016-09-05T03:24:19.119Z","2016-09-05T03:24:19.119Z"
"62ulq1vprl","socialandpolitical","Do you think that the state of Texas comprises more than 10% of the land mass of the United States?","Yes","No",0,0,0,"","","","2016-09-05T03:24:23.528Z","2016-09-05T03:24:23.528Z"
"66ltj66d37","environmental","There are more than 100 nuclear power reactors in the world.","TRUE","FALSE",0,0,0,"Globally, there are over 430 commercial nuclear power reactors in 31 countries.","World Nuclear Association","http://facts.randomhistory.com/nuclear-energy-facts.html","2016-09-05T03:23:29.951Z","2016-09-05T03:23:29.951Z"
"69x08wptl0","ethical","Would you ever steal to keep you family from starving?","Yes","No",0,0,0,"","","","2016-09-05T03:23:57.253Z","2016-09-05T03:23:57.253Z"
"6cpfqc2nid","recreational","Have you ever been part of a softball league?","Yes","No",0,0,0,"","","","2016-09-05T03:24:17.588Z","2016-09-05T03:24:17.588Z"
"6ge8lf5qja","ethical","Do you think women lie more often than men?","Yes","No",0,0,0,"According to the Statistic Brain Research Institute, 80% of women admit to occasionally telling ""harmless"" half-truths.","Statistic Brain Research Institute","http://www.statisticbrain.com/lying-statistics/","2016-09-05T03:23:42.341Z","2016-09-05T03:23:42.341Z"
"6ifbki2x4p","recreational","Do you like to play guitar for fun?","Yes","No",0,0,0,"","","","2016-09-05T03:24:18.830Z","2016-09-05T03:24:18.830Z"
"6illrapwps","ethical","Texas has executed more people on death row than any other state?","TRUE","FALSE",0,0,0,"Since the U.S. Supreme Court reinstated the death\npenalty in 1976, 82% of all executions have taken place in the South (37% in Texas alone).","Amnesty","http://www.amnestyusa.org/pdfs/DeathPenaltyFactsMay2012.pdf","2016-09-05T03:23:51.353Z","2016-09-05T03:23:51.353Z"
"6j4saesv16","environmental","Do you think India has safe drinking water?","Yes","No",0,0,0,"An estimated 1,000 children in India die every day due to disease caused by polluted water.","The Economist","http://facts.randomhistory.com/pollution-facts.html","2016-09-05T03:23:20.229Z","2016-09-05T03:23:20.229Z"
"6j9icq6emo","socialandpolitical","Is aquiring personal wealth more important than having a healthy lifestyle?","Yes","No",0,0,0,"","","","2016-09-05T03:24:25.262Z","2016-09-05T03:24:25.262Z"
"6kh0xfgxol","healthandsafety","Do you think that marijuana should be legal?","Yes","No",0,0,0,"A 2013 Gallup survey found that 58% of Americans think that pot should be legal, up from 31% in the year 2000.","","","2016-09-05T03:24:13.942Z","2016-09-05T03:24:13.942Z"
"6lotco6waw","environmental","Is the U.S. is the world's largest consumer of energy?","TRUE","FALSE",0,0,0,"China has taken over the U.S. as both the worldäó»s largest CO2 emitter and the worldäó»s largest energy consumer.","Morris, Neil. 2010. Fossil Fuels.","http://facts.randomhistory.com/energy-facts.html","2016-09-05T03:23:28.468Z","2016-09-05T03:23:28.468Z"
"6lu9hlxj40","ethical","Is lying to protect somone okay?","Yes","No",0,0,0,"","","","2016-09-05T03:23:53.015Z","2016-09-05T03:23:53.015Z"
"6p5m8lh4ma","environmental","Do you know how large your carbon footprint is?","Yes","No",0,0,0,"","","","2016-09-05T03:23:36.970Z","2016-09-05T03:23:36.970Z"
"6ptjjbngum","financial","Do you think NHL players should make less money?","Yes","No",0,0,0,"","","","2016-09-05T03:24:05.025Z","2016-09-05T03:24:05.025Z"
"6ti26thmns","socialandpolitical","Would you vote more often in elections if you could vote via your phone?","Yes","No",0,0,0,"","","","2016-09-05T03:24:28.192Z","2016-09-05T03:24:28.192Z"
"7719bu62de","financial","Do you think American men make more money than European men?","Yes","No",0,0,0,"","","","2016-09-05T03:24:05.694Z","2016-09-05T03:24:05.694Z"
"79t16rfuxw","healthandsafety","Do you believe you are safe in your neighborhood compared to other neighborhoods in your city?","Yes","No",0,0,0,"","","","2016-09-05T03:24:07.464Z","2016-09-05T03:24:07.464Z"
"7fep00wlmc","socialandpolitical","Can you name one of your state elected officals?","Yes","No",0,0,0,"","","","2016-09-05T03:24:33.406Z","2016-09-05T03:24:33.406Z"
"7gtwl0e5au","environmental","Do you hunt deer?","Yes","No",0,0,0,"","","","2016-09-05T03:23:35.995Z","2016-09-05T03:23:35.995Z"
"7hfqvxsmn0","healthandsafety","Do you think men or women make up the majority of motorcycle related injuries?","men","women",0,0,0,"","","","2016-09-05T03:24:16.297Z","2016-09-05T03:24:16.297Z"
